2016-08-03 15:23:14 status unpacked bsdutils:i386 1:2.20.1-5.1ubuntu20
2016-08-03 15:23:14 install busybox-initramfs:i386 <none> 1:1.21.0-1ubuntu1
2016-08-03 15:23:14 status half-installed busybox-initramfs:i386 1:1.21.0-1ubuntu1
2016-08-03 15:23:14 status unpacked busybox-initramfs:i386 1:1.21.0-1ubuntu1
2016-08-03 15:23:14 status unpacked busybox-initramfs:i386 1:1.21.0-1ubuntu1
2016-08-03 15:23:14 install coreutils:i386 <none> 8.21-1ubuntu5
2016-08-03 15:23:14 status half-installed coreutils:i386 8.21-1ubuntu5
2016-08-03 15:23:14 status unpacked coreutils:i386 8.21-1ubuntu5
2016-08-03 15:23:14 status unpacked coreutils:i386 8.21-1ubuntu5
2016-08-03 15:23:14 install cpio:i386 <none> 2.11+dfsg-1ubuntu1
2016-08-03 15:23:14 status half-installed cpio:i386 2.11+dfsg-1ubuntu1
2016-08-03 15:23:14 status unpacked cpio:i386 2.11+dfsg-1ubuntu1
2016-08-03 15:23:14 status unpacked cpio:i386 2.11+dfsg-1ubuntu1
2016-08-03 15:23:14 install dash:i386 <none> 0.5.7-4ubuntu1
2016-08-03 15:23:14 status half-installed dash:i386 0.5.7-4ubuntu1
2016-08-03 15:23:14 status unpacked dash:i386 0.5.7-4ubuntu1
2016-08-03 15:23:14 status unpacked dash:i386 0.5.7-4ubuntu1
2016-08-03 15:23:14 upgrade debconf:all 1.5.51ubuntu2 1.5.51ubuntu2
2016-08-03 15:23:14 status half-configured debconf:all 1.5.51ubuntu2
2016-08-03 15:23:14 status unpacked debconf:all 1.5.51ubuntu2
2016-08-03 15:23:14 status half-installed debconf:all 1.5.51ubuntu2
2016-08-03 15:23:14 status half-installed debconf:all 1.5.51ubuntu2
2016-08-03 15:23:14 status unpacked debconf:all 1.5.51ubuntu2
2016-08-03 15:23:14 status unpacked debconf:all 1.5.51ubuntu2
2016-08-03 15:23:14 install debianutils:i386 <none> 4.4
2016-08-03 15:23:14 status half-installed debianutils:i386 4.4
2016-08-03 15:23:14 status unpacked debianutils:i386 4.4
2016-08-03 15:23:14 status unpacked debianutils:i386 4.4
2016-08-03 15:23:14 install diffutils:i386 <none> 1:3.3-1
2016-08-03 15:23:14 status half-installed diffutils:i386 1:3.3-1
2016-08-03 15:23:14 status unpacked diffutils:i386 1:3.3-1
2016-08-03 15:23:14 status unpacked diffutils:i386 1:3.3-1
2016-08-03 15:23:14 upgrade dpkg:i386 1.17.5ubuntu5 1.17.5ubuntu5
2016-08-03 15:23:14 status half-configured dpkg:i386 1.17.5ubuntu5
2016-08-03 15:23:14 status unpacked dpkg:i386 1.17.5ubuntu5
2016-08-03 15:23:14 status half-installed dpkg:i386 1.17.5ubuntu5
2016-08-03 15:23:14 status half-installed dpkg:i386 1.17.5ubuntu5
2016-08-03 15:23:14 status unpacked dpkg:i386 1.17.5ubuntu5
2016-08-03 15:23:14 status unpacked dpkg:i386 1.17.5ubuntu5
2016-08-03 15:23:14 install e2fslibs:i386 <none> 1.42.9-3ubuntu1
2016-08-03 15:23:14 status half-installed e2fslibs:i386 1.42.9-3ubuntu1
2016-08-03 15:23:15 status unpacked e2fslibs:i386 1.42.9-3ubuntu1
2016-08-03 15:23:15 status unpacked e2fslibs:i386 1.42.9-3ubuntu1
2016-08-03 15:23:15 install e2fsprogs:i386 <none> 1.42.9-3ubuntu1
2016-08-03 15:23:15 status half-installed e2fsprogs:i386 1.42.9-3ubuntu1
2016-08-03 15:23:15 status unpacked e2fsprogs:i386 1.42.9-3ubuntu1
2016-08-03 15:23:15 status unpacked e2fsprogs:i386 1.42.9-3ubuntu1
2016-08-03 15:23:15 install findutils:i386 <none> 4.4.2-7
2016-08-03 15:23:15 status half-installed findutils:i386 4.4.2-7
2016-08-03 15:23:15 status unpacked findutils:i386 4.4.2-7
2016-08-03 15:23:15 status unpacked findutils:i386 4.4.2-7
2016-08-03 15:23:15 install gcc-4.9-base:i386 <none> 4.9-20140406-0ubuntu1
2016-08-03 15:23:15 status half-installed gcc-4.9-base:i386 4.9-20140406-0ubuntu1
2016-08-03 15:23:15 status unpacked gcc-4.9-base:i386 4.9-20140406-0ubuntu1
2016-08-03 15:23:15 status unpacked gcc-4.9-base:i386 4.9-20140406-0ubuntu1
2016-08-03 15:23:15 install grep:i386 <none> 2.16-1
2016-08-03 15:23:15 status half-installed grep:i386 2.16-1
2016-08-03 15:23:15 status unpacked grep:i386 2.16-1
2016-08-03 15:23:15 status unpacked grep:i386 2.16-1
2016-08-03 15:23:15 install gzip:i386 <none> 1.6-3ubuntu1
2016-08-03 15:23:15 status half-installed gzip:i386 1.6-3ubuntu1
2016-08-03 15:23:15 status unpacked gzip:i386 1.6-3ubuntu1
2016-08-03 15:23:15 status unpacked gzip:i386 1.6-3ubuntu1
2016-08-03 15:23:15 install hostname:i386 <none> 3.15ubuntu1
2016-08-03 15:23:15 status half-installed hostname:i386 3.15ubuntu1
2016-08-03 15:23:15 status unpacked hostname:i386 3.15ubuntu1
2016-08-03 15:23:15 status unpacked hostname:i386 3.15ubuntu1
2016-08-03 15:23:15 install ifupdown:i386 <none> 0.7.47.2ubuntu4
2016-08-03 15:23:15 status half-installed ifupdown:i386 0.7.47.2ubuntu4
2016-08-03 15:23:15 status unpacked ifupdown:i386 0.7.47.2ubuntu4
2016-08-03 15:23:15 status unpacked ifupdown:i386 0.7.47.2ubuntu4
2016-08-03 15:23:15 install initramfs-tools:all <none> 0.103ubuntu4
2016-08-03 15:23:15 status half-installed initramfs-tools:all 0.103ubuntu4
2016-08-03 15:23:15 status unpacked initramfs-tools:all 0.103ubuntu4
2016-08-03 15:23:15 status unpacked initramfs-tools:all 0.103ubuntu4
2016-08-03 15:23:15 install initramfs-tools-bin:i386 <none> 0.103ubuntu4
2016-08-03 15:23:15 status half-installed initramfs-tools-bin:i386 0.103ubuntu4
2016-08-03 15:23:15 status unpacked initramfs-tools-bin:i386 0.103ubuntu4
2016-08-03 15:23:15 status unpacked initramfs-tools-bin:i386 0.103ubuntu4
2016-08-03 15:23:15 install initscripts:i386 <none> 2.88dsf-41ubuntu6
2016-08-03 15:23:15 status half-installed initscripts:i386 2.88dsf-41ubuntu6
2016-08-03 15:23:15 status unpacked initscripts:i386 2.88dsf-41ubuntu6
2016-08-03 15:23:15 status unpacked initscripts:i386 2.88dsf-41ubuntu6
2016-08-03 15:23:15 install insserv:i386 <none> 1.14.0-5ubuntu2
2016-08-03 15:23:15 status half-installed insserv:i386 1.14.0-5ubuntu2
2016-08-03 15:23:15 status unpacked insserv:i386 1.14.0-5ubuntu2
2016-08-03 15:23:15 status unpacked insserv:i386 1.14.0-5ubuntu2
2016-08-03 15:23:15 install iproute2:i386 <none> 3.12.0-2
2016-08-03 15:23:15 status half-installed iproute2:i386 3.12.0-2
2016-08-03 15:23:15 status unpacked iproute2:i386 3.12.0-2
2016-08-03 15:23:15 status unpacked iproute2:i386 3.12.0-2
2016-08-03 15:23:15 install klibc-utils:i386 <none> 2.0.3-0ubuntu1
2016-08-03 15:23:15 status half-installed klibc-utils:i386 2.0.3-0ubuntu1
2016-08-03 15:23:15 status unpacked klibc-utils:i386 2.0.3-0ubuntu1
2016-08-03 15:23:15 status unpacked klibc-utils:i386 2.0.3-0ubuntu1
2016-08-03 15:23:15 install kmod:i386 <none> 15-0ubuntu6
2016-08-03 15:23:15 status half-installed kmod:i386 15-0ubuntu6
2016-08-03 15:23:15 status unpacked kmod:i386 15-0ubuntu6
2016-08-03 15:23:15 status unpacked kmod:i386 15-0ubuntu6
2016-08-03 15:23:15 install libacl1:i386 <none> 2.2.52-1
2016-08-03 15:23:15 status half-installed libacl1:i386 2.2.52-1
2016-08-03 15:23:15 status unpacked libacl1:i386 2.2.52-1
2016-08-03 15:23:15 status unpacked libacl1:i386 2.2.52-1
2016-08-03 15:23:15 install libattr1:i386 <none> 1:2.4.47-1ubuntu1
2016-08-03 15:23:15 status half-installed libattr1:i386 1:2.4.47-1ubuntu1
2016-08-03 15:23:15 status unpacked libattr1:i386 1:2.4.47-1ubuntu1
2016-08-03 15:23:15 status unpacked libattr1:i386 1:2.4.47-1ubuntu1
2016-08-03 15:23:15 install libaudit-common:all <none> 1:2.3.2-2ubuntu1
2016-08-03 15:23:15 status half-installed libaudit-common:all 1:2.3.2-2ubuntu1
2016-08-03 15:23:15 status unpacked libaudit-common:all 1:2.3.2-2ubuntu1
2016-08-03 15:23:15 status unpacked libaudit-common:all 1:2.3.2-2ubuntu1
2016-08-03 15:23:15 install libaudit1:i386 <none> 1:2.3.2-2ubuntu1
2016-08-03 15:23:15 status half-installed libaudit1:i386 1:2.3.2-2ubuntu1
2016-08-03 15:23:15 status unpacked libaudit1:i386 1:2.3.2-2ubuntu1
2016-08-03 15:23:15 status unpacked libaudit1:i386 1:2.3.2-2ubuntu1
2016-08-03 15:23:15 install libblkid1:i386 <none> 2.20.1-5.1ubuntu20
2016-08-03 15:23:15 status half-installed libblkid1:i386 2.20.1-5.1ubuntu20
2016-08-03 15:23:15 status unpacked libblkid1:i386 2.20.1-5.1ubuntu20
2016-08-03 15:23:15 status unpacked libblkid1:i386 2.20.1-5.1ubuntu20
2016-08-03 15:23:15 install libbz2-1.0:i386 <none> 1.0.6-5
2016-08-03 15:23:15 status half-installed libbz2-1.0:i386 1.0.6-5
2016-08-03 15:23:16 status unpacked libbz2-1.0:i386 1.0.6-5
2016-08-03 15:23:16 status unpacked libbz2-1.0:i386 1.0.6-5
2016-08-03 15:23:16 install libc-bin:i386 <none> 2.19-0ubuntu6
2016-08-03 15:23:16 status half-installed libc-bin:i386 2.19-0ubuntu6
2016-08-03 15:23:16 status unpacked libc-bin:i386 2.19-0ubuntu6
2016-08-03 15:23:16 status unpacked libc-bin:i386 2.19-0ubuntu6
2016-08-03 15:23:16 upgrade libc6:i386 2.19-0ubuntu6 2.19-0ubuntu6
2016-08-03 15:23:16 status half-configured libc6:i386 2.19-0ubuntu6
2016-08-03 15:23:16 status unpacked libc6:i386 2.19-0ubuntu6
2016-08-03 15:23:16 status half-installed libc6:i386 2.19-0ubuntu6
2016-08-03 15:23:16 status half-installed libc6:i386 2.19-0ubuntu6
2016-08-03 15:23:16 status unpacked libc6:i386 2.19-0ubuntu6
2016-08-03 15:23:16 status unpacked libc6:i386 2.19-0ubuntu6
2016-08-03 15:23:16 install libcap2:i386 <none> 1:2.24-0ubuntu2
2016-08-03 15:23:16 status half-installed libcap2:i386 1:2.24-0ubuntu2
2016-08-03 15:23:16 status unpacked libcap2:i386 1:2.24-0ubuntu2
2016-08-03 15:23:16 status unpacked libcap2:i386 1:2.24-0ubuntu2
2016-08-03 15:23:16 install libcgmanager0:i386 <none> 0.24-0ubuntu5
2016-08-03 15:23:16 status half-installed libcgmanager0:i386 0.24-0ubuntu5
2016-08-03 15:23:16 status unpacked libcgmanager0:i386 0.24-0ubuntu5
2016-08-03 15:23:16 status unpacked libcgmanager0:i386 0.24-0ubuntu5
2016-08-03 15:23:16 install libcomerr2:i386 <none> 1.42.9-3ubuntu1
2016-08-03 15:23:16 status half-installed libcomerr2:i386 1.42.9-3ubuntu1
2016-08-03 15:23:16 status unpacked libcomerr2:i386 1.42.9-3ubuntu1
2016-08-03 15:23:16 status unpacked libcomerr2:i386 1.42.9-3ubuntu1
2016-08-03 15:23:16 install libdb5.3:i386 <none> 5.3.28-3ubuntu3
2016-08-03 15:23:16 status half-installed libdb5.3:i386 5.3.28-3ubuntu3
2016-08-03 15:23:16 status unpacked libdb5.3:i386 5.3.28-3ubuntu3
2016-08-03 15:23:16 status unpacked libdb5.3:i386 5.3.28-3ubuntu3
2016-08-03 15:23:16 install libdbus-1-3:i386 <none> 1.6.18-0ubuntu4
2016-08-03 15:23:16 status half-installed libdbus-1-3:i386 1.6.18-0ubuntu4
2016-08-03 15:23:16 status unpacked libdbus-1-3:i386 1.6.18-0ubuntu4
2016-08-03 15:23:16 status unpacked libdbus-1-3:i386 1.6.18-0ubuntu4
2016-08-03 15:23:16 install libdebconfclient0:i386 <none> 0.187ubuntu1
2016-08-03 15:23:16 status half-installed libdebconfclient0:i386 0.187ubuntu1
2016-08-03 15:23:16 status unpacked libdebconfclient0:i386 0.187ubuntu1
2016-08-03 15:23:16 status unpacked libdebconfclient0:i386 0.187ubuntu1
2016-08-03 15:23:16 install libdrm2:i386 <none> 2.4.52-1
2016-08-03 15:23:16 status half-installed libdrm2:i386 2.4.52-1
2016-08-03 15:23:16 status unpacked libdrm2:i386 2.4.52-1
2016-08-03 15:23:16 status unpacked libdrm2:i386 2.4.52-1
2016-08-03 15:23:16 install libgcc1:i386 <none> 1:4.9-20140406-0ubuntu1
2016-08-03 15:23:16 status half-installed libgcc1:i386 1:4.9-20140406-0ubuntu1
2016-08-03 15:23:16 status unpacked libgcc1:i386 1:4.9-20140406-0ubuntu1
2016-08-03 15:23:16 status unpacked libgcc1:i386 1:4.9-20140406-0ubuntu1
2016-08-03 15:23:16 install libjson-c2:i386 <none> 0.11-3ubuntu1
2016-08-03 15:23:16 status half-installed libjson-c2:i386 0.11-3ubuntu1
2016-08-03 15:23:16 status unpacked libjson-c2:i386 0.11-3ubuntu1
2016-08-03 15:23:16 status unpacked libjson-c2:i386 0.11-3ubuntu1
2016-08-03 15:23:16 install libjson0:i386 <none> 0.11-3ubuntu1
2016-08-03 15:23:17 status half-installed libjson0:i386 0.11-3ubuntu1
2016-08-03 15:23:17 status unpacked libjson0:i386 0.11-3ubuntu1
2016-08-03 15:23:17 status unpacked libjson0:i386 0.11-3ubuntu1
2016-08-03 15:23:17 install libklibc:i386 <none> 2.0.3-0ubuntu1
2016-08-03 15:23:17 status half-installed libklibc:i386 2.0.3-0ubuntu1
2016-08-03 15:23:17 status unpacked libklibc:i386 2.0.3-0ubuntu1
2016-08-03 15:23:17 status unpacked libklibc:i386 2.0.3-0ubuntu1
2016-08-03 15:23:17 install libkmod2:i386 <none> 15-0ubuntu6
2016-08-03 15:23:17 status half-installed libkmod2:i386 15-0ubuntu6
2016-08-03 15:23:17 status unpacked libkmod2:i386 15-0ubuntu6
2016-08-03 15:23:17 status unpacked libkmod2:i386 15-0ubuntu6
2016-08-03 15:23:17 install liblzma5:i386 <none> 5.1.1alpha+20120614-2ubuntu2
2016-08-03 15:23:17 status half-installed liblzma5:i386 5.1.1alpha+20120614-2ubuntu2
2016-08-03 15:23:17 status unpacked liblzma5:i386 5.1.1alpha+20120614-2ubuntu2
2016-08-03 15:23:17 status unpacked liblzma5:i386 5.1.1alpha+20120614-2ubuntu2
2016-08-03 15:23:17 install libmount1:i386 <none> 2.20.1-5.1ubuntu20
2016-08-03 15:23:17 status half-installed libmount1:i386 2.20.1-5.1ubuntu20
2016-08-03 15:23:17 status unpacked libmount1:i386 2.20.1-5.1ubuntu20
2016-08-03 15:23:17 status unpacked libmount1:i386 2.20.1-5.1ubuntu20
2016-08-03 15:23:17 install libncurses5:i386 <none> 5.9+20140118-1ubuntu1
2016-08-03 15:23:17 status half-installed libncurses5:i386 5.9+20140118-1ubuntu1
2016-08-03 15:23:17 status unpacked libncurses5:i386 5.9+20140118-1ubuntu1
2016-08-03 15:23:17 status unpacked libncurses5:i386 5.9+20140118-1ubuntu1
2016-08-03 15:23:17 install libncursesw5:i386 <none> 5.9+20140118-1ubuntu1
2016-08-03 15:23:17 status half-installed libncursesw5:i386 5.9+20140118-1ubuntu1
2016-08-03 15:23:17 status unpacked libncursesw5:i386 5.9+20140118-1ubuntu1
2016-08-03 15:23:17 status unpacked libncursesw5:i386 5.9+20140118-1ubuntu1
2016-08-03 15:23:17 install libnih-dbus1:i386 <none> 1.0.3-4ubuntu25
2016-08-03 15:23:17 status half-installed libnih-dbus1:i386 1.0.3-4ubuntu25
2016-08-03 15:23:17 status unpacked libnih-dbus1:i386 1.0.3-4ubuntu25
2016-08-03 15:23:17 status unpacked libnih-dbus1:i386 1.0.3-4ubuntu25
2016-08-03 15:23:17 install libnih1:i386 <none> 1.0.3-4ubuntu25
2016-08-03 15:23:17 status half-installed libnih1:i386 1.0.3-4ubuntu25
2016-08-03 15:23:17 status unpacked libnih1:i386 1.0.3-4ubuntu25
2016-08-03 15:23:17 status unpacked libnih1:i386 1.0.3-4ubuntu25
2016-08-03 15:23:17 install libpam-modules:i386 <none> 1.1.8-1ubuntu2
2016-08-03 15:23:17 status half-installed libpam-modules:i386 1.1.8-1ubuntu2
2016-08-03 15:23:17 status unpacked libpam-modules:i386 1.1.8-1ubuntu2
2016-08-03 15:23:17 status unpacked libpam-modules:i386 1.1.8-1ubuntu2
2016-08-03 15:23:17 install libpam-modules-bin:i386 <none> 1.1.8-1ubuntu2
2016-08-03 15:23:17 status half-installed libpam-modules-bin:i386 1.1.8-1ubuntu2
2016-08-03 15:23:17 status unpacked libpam-modules-bin:i386 1.1.8-1ubuntu2
2016-08-03 15:23:17 status unpacked libpam-modules-bin:i386 1.1.8-1ubuntu2
2016-08-03 15:23:17 install libpam-runtime:all <none> 1.1.8-1ubuntu2
2016-08-03 15:23:17 status half-installed libpam-runtime:all 1.1.8-1ubuntu2
2016-08-03 15:23:17 status unpacked libpam-runtime:all 1.1.8-1ubuntu2
2016-08-03 15:23:17 status unpacked libpam-runtime:all 1.1.8-1ubuntu2
2016-08-03 15:23:17 install libpam0g:i386 <none> 1.1.8-1ubuntu2
2016-08-03 15:23:17 status half-installed libpam0g:i386 1.1.8-1ubuntu2
2016-08-03 15:23:17 status unpacked libpam0g:i386 1.1.8-1ubuntu2
2016-08-03 15:23:17 status unpacked libpam0g:i386 1.1.8-1ubuntu2
2016-08-03 15:23:17 install libpcre3:i386 <none> 1:8.31-2ubuntu2
2016-08-03 15:23:17 status half-installed libpcre3:i386 1:8.31-2ubuntu2
2016-08-03 15:23:17 status unpacked libpcre3:i386 1:8.31-2ubuntu2
2016-08-03 15:23:17 status unpacked libpcre3:i386 1:8.31-2ubuntu2
2016-08-03 15:23:17 install libplymouth2:i386 <none> 0.8.8-0ubuntu17
2016-08-03 15:23:17 status half-installed libplymouth2:i386 0.8.8-0ubuntu17
2016-08-03 15:23:17 status unpacked libplymouth2:i386 0.8.8-0ubuntu17
2016-08-03 15:23:17 status unpacked libplymouth2:i386 0.8.8-0ubuntu17
2016-08-03 15:23:17 install libpng12-0:i386 <none> 1.2.50-1ubuntu2
2016-08-03 15:23:17 status half-installed libpng12-0:i386 1.2.50-1ubuntu2
2016-08-03 15:23:17 status unpacked libpng12-0:i386 1.2.50-1ubuntu2
2016-08-03 15:23:17 status unpacked libpng12-0:i386 1.2.50-1ubuntu2
2016-08-03 15:23:17 install libprocps3:i386 <none> 1:3.3.9-1ubuntu2
2016-08-03 15:23:17 status half-installed libprocps3:i386 1:3.3.9-1ubuntu2
2016-08-03 15:23:17 status unpacked libprocps3:i386 1:3.3.9-1ubuntu2
2016-08-03 15:23:17 status unpacked libprocps3:i386 1:3.3.9-1ubuntu2
2016-08-03 15:23:17 install libselinux1:i386 <none> 2.2.2-1
2016-08-03 15:23:17 status half-installed libselinux1:i386 2.2.2-1
2016-08-03 15:23:17 status unpacked libselinux1:i386 2.2.2-1
2016-08-03 15:23:17 status unpacked libselinux1:i386 2.2.2-1
2016-08-03 15:23:17 install libsemanage-common:all <none> 2.2-1
2016-08-03 15:23:17 status half-installed libsemanage-common:all 2.2-1
2016-08-03 15:23:18 status unpacked libsemanage-common:all 2.2-1
2016-08-03 15:23:18 status unpacked libsemanage-common:all 2.2-1
2016-08-03 15:23:18 install libsemanage1:i386 <none> 2.2-1
2016-08-03 15:23:18 status half-installed libsemanage1:i386 2.2-1
2016-08-03 15:23:18 status unpacked libsemanage1:i386 2.2-1
2016-08-03 15:23:18 status unpacked libsemanage1:i386 2.2-1
2016-08-03 15:23:18 install libsepol1:i386 <none> 2.2-1
2016-08-03 15:23:18 status half-installed libsepol1:i386 2.2-1
2016-08-03 15:23:18 status unpacked libsepol1:i386 2.2-1
